Time,Open,High,Low,Close,Volume,candlestick_pattern,candlestick_pattern_type
2020-01-06 00:00:00,7355.4,7580.0,7343.17,7528.7,3450.79481408,NO_PATTERN,NO_PATTERN
2020-01-06 06:00:00,7528.76,7572.2,7503.55,7536.29,848.36002099,DOJI,Neutral
2020-01-06 12:00:00,7536.29,7615.68,7484.65,7552.76,2844.3860679,NO_PATTERN,NO_PATTERN
2020-01-06 18:00:00,7552.77,7805.0,7516.88,7764.63,4578.56577442,NO_PATTERN,NO_PATTERN
2020-01-07 00:00:00,7764.63,8000.0,7764.63,7877.17,6238.73894384,NO_PATTERN,NO_PATTERN
2020-01-07 06:00:00,7877.17,7966.16,7856.74,7893.61,938.73285534,NO_PATTERN,NO_PATTERN
2020-01-07 12:00:00,7893.15,7956.82,7723.0,7942.58,4408.4512712,HAMMER,Neutral
2020-01-07 18:00:00,7942.58,8216.0,7923.09,8158.52,8181.12366805,NO_PATTERN,NO_PATTERN
2020-01-08 00:00:00,8160.01,8469.39,8157.71,8335.09,8720.76267693,NO_PATTERN,NO_PATTERN
2020-01-08 06:00:00,8334.47,8374.88,8268.1,8334.8,1418.92530332,HARAMI,Bear
2020-01-08 12:00:00,8337.41,8416.2,8008.88,8080.18,7962.63970286,ENGULFING,Bearish
2020-01-08 18:00:00,8076.79,8112.93,7845.0,8045.51,5791.69107441,NO_PATTERN,NO_PATTERN
2020-01-09 00:00:00,8047.75,8048.67,7927.27,7939.85,2092.04771334,NO_PATTERN,NO_PATTERN
2020-01-09 06:00:00,7939.85,7966.99,7852.58,7873.05,1381.23022846,NO_PATTERN,NO_PATTERN
2020-01-09 12:00:00,7873.05,7943.2,7777.0,7790.97,2408.20011203,NO_PATTERN,NO_PATTERN
2020-01-09 18:00:00,7790.97,7995.72,7744.48,7813.78,3564.57472161,NO_PATTERN,NO_PATTERN
2020-01-10 00:00:00,7813.78,7845.69,7721.12,7737.42,1514.58277413,NO_PATTERN,NO_PATTERN
2020-01-10 06:00:00,7735.84,7846.13,7671.0,7831.0,2869.32282783,ENGULFING,Bullish
2020-01-10 12:00:00,7831.01,8132.01,7797.84,7964.24,4746.36915808,NO_PATTERN,NO_PATTERN
2020-01-10 18:00:00,7964.24,8199.77,7964.24,8198.09,4278.4980492,NO_PATTERN,NO_PATTERN
2020-01-11 00:00:00,8198.09,8262.78,8048.53,8086.54,2758.04344191,NO_PATTERN,NO_PATTERN
2020-01-11 06:00:00,8086.54,8145.61,8011.56,8037.0,751.27643982,NO_PATTERN,NO_PATTERN
2020-01-11 12:00:00,8037.0,8225.09,8017.12,8155.75,1451.14012259,NO_PATTERN,NO_PATTERN
2020-01-11 18:00:00,8155.75,8290.0,8000.01,8020.0,2584.88035553,NO_PATTERN,NO_PATTERN
2020-01-12 00:00:00,8017.47,8106.7,7963.25,8101.53,1155.38247757,NO_PATTERN,NO_PATTERN
2020-01-12 06:00:00,8101.53,8154.0,8078.79,8103.9,549.40193031,DOJI,Neutral
2020-01-12 12:00:00,8103.9,8185.0,8070.38,8092.81,1130.79080312,DOJI,Neutral
2020-01-12 18:00:00,8093.36,8180.81,8078.1,8180.81,1072.65330672,NO_PATTERN,NO_PATTERN
2020-01-13 00:00:00,8180.81,8195.81,8074.98,8082.69,1393.09368191,NO_PATTERN,NO_PATTERN
2020-01-13 06:00:00,8082.69,8118.15,8041.95,8070.0,1526.9585217000001,DOJI,Neutral
2020-01-13 12:00:00,8066.86,8127.19,8045.07,8088.96,1822.54632859,ENGULFING,Bullish
2020-01-13 18:00:00,8088.97,8157.95,8081.56,8104.5,1893.23495938,SHOOTINGSTAR,Neutral
2020-01-14 00:00:00,8105.6,8590.38,8105.23,8483.18,9028.34823899,NO_PATTERN,NO_PATTERN
2020-01-14 06:00:00,8481.3,8560.64,8458.21,8524.12,2582.7995548100002,NO_PATTERN,NO_PATTERN
2020-01-14 12:00:00,8522.81,8822.0,8467.5,8784.03,9998.43916878,NO_PATTERN,NO_PATTERN
2020-01-14 18:00:00,8785.58,8893.69,8671.01,8815.69,5213.13344541,NO_PATTERN,NO_PATTERN
2020-01-15 00:00:00,8812.58,8900.0,8550.0,8604.36,5894.41843205,EVENINGSTAR,Neutral
2020-01-15 06:00:00,8602.87,8797.63,8592.0,8714.07,1705.14429183,NO_PATTERN,NO_PATTERN
2020-01-15 12:00:00,8717.09,8899.0,8658.0,8783.08,4206.58941384,NO_PATTERN,NO_PATTERN
2020-01-15 18:00:00,8783.08,8864.29,8706.42,8808.81,3121.84094638,NO_PATTERN,NO_PATTERN
2020-01-16 00:00:00,8808.81,8850.0,8580.0,8685.35,3487.90910632,NO_PATTERN,NO_PATTERN
2020-01-16 06:00:00,8685.33,8715.01,8590.0,8714.89,1402.35080842,NO_PATTERN,NO_PATTERN
2020-01-16 12:00:00,8715.07,8772.38,8602.98,8665.59,2369.48601235,ENGULFING,Bearish
2020-01-16 18:00:00,8665.59,8749.71,8633.13,8714.76,1966.924484,NO_PATTERN,NO_PATTERN
2020-01-17 00:00:00,8714.77,8894.0,8665.67,8888.64,2954.48310785,NO_PATTERN,NO_PATTERN
2020-01-17 06:00:00,8888.65,9013.0,8847.94,8891.75,5621.93313907,DOJI,Neutral
2020-01-17 12:00:00,8891.75,8909.99,8766.27,8874.38,3589.59025725,HAMMER,Neutral
2020-01-17 18:00:00,8874.39,8949.39,8800.0,8899.42,3235.44890751,NO_PATTERN,NO_PATTERN
2020-01-18 00:00:00,8899.42,8980.0,8800.1,8841.41,2334.98032147,NO_PATTERN,NO_PATTERN
2020-01-18 06:00:00,8841.41,8901.79,8805.0,8865.74,789.03333837,NO_PATTERN,NO_PATTERN
2020-01-18 12:00:00,8866.64,8958.82,8840.0,8896.01,1441.81031723,NO_PATTERN,NO_PATTERN
2020-01-18 18:00:00,8896.01,8953.8,8860.49,8909.32,1019.49141722,DOJI,Neutral
2020-01-19 00:00:00,8908.95,9194.99,8882.0,9118.15,4717.93683906,NO_PATTERN,NO_PATTERN
2020-01-19 06:00:00,9118.16,9136.54,8465.0,8665.62,4925.24446439,3LINESTRIKE,Bull
2020-01-19 12:00:00,8665.62,8665.62,8550.0,8645.85,2915.99408244,DRAGONFLYDOJI,Neutral
2020-01-19 18:00:00,8645.85,8750.0,8477.02,8697.53,2604.16647787,NO_PATTERN,NO_PATTERN
2020-01-20 00:00:00,8697.53,8725.0,8622.14,8661.86,1240.1244273,NO_PATTERN,NO_PATTERN
2020-01-20 06:00:00,8661.86,8678.67,8583.39,8605.09,725.48246304,NO_PATTERN,NO_PATTERN
2020-01-20 12:00:00,8605.09,8685.48,8504.06,8627.51,2221.64410073,NO_PATTERN,NO_PATTERN
2020-01-20 18:00:00,8627.51,8734.84,8601.91,8628.89,1390.93217407,DOJI,Neutral
2020-01-21 00:00:00,8628.89,8675.0,8605.0,8643.01,1177.6926142,DOJI,Neutral
2020-01-21 06:00:00,8643.01,8659.65,8591.45,8639.73,914.46976404,DRAGONFLYDOJI,Neutral
2020-01-21 12:00:00,8639.73,8670.06,8596.85,8637.82,1490.07677343,DOJI,Neutral
2020-01-21 18:00:00,8637.36,8774.31,8465.0,8722.03,3922.42648584,ENGULFING,Bullish
2020-01-22 00:00:00,8722.03,8740.0,8685.0,8700.01,883.74689295,NO_PATTERN,NO_PATTERN
2020-01-22 06:00:00,8700.02,8791.76,8601.0,8637.79,1651.52857219,NO_PATTERN,NO_PATTERN
2020-01-22 12:00:00,8637.12,8685.85,8565.0,8664.43,1805.24278761,NO_PATTERN,NO_PATTERN
2020-01-22 18:00:00,8664.43,8664.43,8619.44,8660.38,1130.03573696,DRAGONFLYDOJI,Neutral
2020-01-23 00:00:00,8660.38,8665.0,8458.0,8523.86,2670.29474968,NO_PATTERN,NO_PATTERN
2020-01-23 06:00:00,8523.87,8590.11,8379.0,8391.87,2602.01798937,NO_PATTERN,NO_PATTERN
2020-01-23 12:00:00,8389.94,8450.02,8288.88,8296.69,4123.55310488,NO_PATTERN,NO_PATTERN
2020-01-23 18:00:00,8296.66,8426.65,8278.0,8385.22,2764.59407561,NO_PATTERN,NO_PATTERN
2020-01-24 00:00:00,8385.21,8400.0,8267.0,8303.89,1968.13200697,NO_PATTERN,NO_PATTERN
2020-01-24 06:00:00,8305.49,8390.02,8216.71,8384.74,1878.31773757,NO_PATTERN,NO_PATTERN
2020-01-24 12:00:00,8384.74,8509.55,8350.84,8463.14,2945.36692301,NO_PATTERN,NO_PATTERN
2020-01-24 18:00:00,8463.14,8509.99,8399.29,8427.26,1812.87362336,NO_PATTERN,NO_PATTERN
2020-01-25 00:00:00,8427.58,8437.76,8252.73,8308.67,1689.80440174,NO_PATTERN,NO_PATTERN
2020-01-25 06:00:00,8309.08,8361.22,8289.96,8296.92,407.21903259,GRAVESTONEDOJI,Neutral
2020-01-25 12:00:00,8296.92,8346.97,8275.0,8320.1,704.37739043,NO_PATTERN,NO_PATTERN
2020-01-25 18:00:00,8320.1,8406.14,8308.33,8326.81,977.72294499,GRAVESTONEDOJI,Neutral
2020-01-26 00:00:00,8326.8,8370.0,8278.68,8354.37,959.03980266,NO_PATTERN,NO_PATTERN
2020-01-26 06:00:00,8354.34,8458.71,8320.2,8457.27,1133.86436193,NO_PATTERN,NO_PATTERN
2020-01-26 12:00:00,8457.28,8572.87,8412.69,8557.82,1911.92622965,NO_PATTERN,NO_PATTERN
2020-01-26 18:00:00,8557.82,8594.0,8530.0,8586.72,1458.99768915,NO_PATTERN,NO_PATTERN
2020-01-27 00:00:00,8595.0,8683.48,8595.0,8631.51,1646.45356726,SHOOTINGSTAR,Neutral
2020-01-27 06:00:00,8631.51,8723.0,8556.6,8709.41,1288.53746322,NO_PATTERN,NO_PATTERN
2020-01-27 12:00:00,8709.41,8800.0,8680.77,8747.2,2439.75270461,NO_PATTERN,NO_PATTERN
2020-01-27 18:00:00,8747.2,8985.0,8742.0,8895.96,4136.85018212,NO_PATTERN,NO_PATTERN
2020-01-28 00:00:00,8895.95,9150.0,8895.95,9045.01,4847.10209693,NO_PATTERN,NO_PATTERN
2020-01-28 06:00:00,9045.01,9103.33,8926.02,9063.5,2053.45429376,NO_PATTERN,NO_PATTERN
2020-01-28 12:00:00,9063.5,9188.62,8880.87,8969.34,5194.15727509,NO_PATTERN,NO_PATTERN
2020-01-28 18:00:00,8968.89,9418.91,8952.33,9394.5,5441.71313007,ENGULFING,Bullish
2020-01-29 00:00:00,9391.14,9439.83,9265.0,9354.31,4609.6008293,HARAMI,Bearish
2020-01-29 06:00:00,9352.89,9423.0,9224.75,9287.9,2772.57857204,NO_PATTERN,NO_PATTERN
2020-01-29 12:00:00,9286.78,9356.39,9241.9,9330.02,1952.73984735,NO_PATTERN,NO_PATTERN
2020-01-29 18:00:00,9330.02,9429.0,9276.93,9288.44,2866.55291457,NO_PATTERN,NO_PATTERN
2020-01-30 00:00:00,9287.9,9341.67,9185.0,9292.38,2068.75469106,DOJI,Neutral
2020-01-30 06:00:00,9292.38,9380.96,9277.44,9325.0,1171.78672657,NO_PATTERN,NO_PATTERN
2020-01-30 12:00:00,9325.01,9470.0,9171.11,9343.49,5190.2555366999995,DOJI,Neutral
2020-01-30 18:00:00,9345.0,9574.68,9345.0,9503.08,4511.47499786,NO_PATTERN,NO_PATTERN
2020-01-31 00:00:00,9502.71,9522.5,9323.0,9328.01,2183.68767853,NO_PATTERN,NO_PATTERN
2020-01-31 06:00:00,9328.01,9380.91,9239.31,9308.45,2323.6557375,DOJI,Neutral
2020-01-31 12:00:00,9308.45,9342.34,9195.49,9262.0,3312.57149769,NO_PATTERN,NO_PATTERN
2020-01-31 18:00:00,9262.0,9414.44,9260.0,9334.98,1874.34794319,NO_PATTERN,NO_PATTERN
2020-02-01 00:00:00,9334.98,9458.08,9331.13,9377.26,1328.51664824,NO_PATTERN,NO_PATTERN
2020-02-01 06:00:00,9377.26,9444.51,9317.06,9340.64,672.93345345,NO_PATTERN,NO_PATTERN
2020-02-01 12:00:00,9341.26,9409.06,9285.01,9371.11,1384.3691718,NO_PATTERN,NO_PATTERN
2020-02-01 18:00:00,9371.44,9400.0,9340.71,9380.18,987.37466258,DOJI,Neutral
2020-02-02 00:00:00,9380.18,9380.18,9140.0,9300.14,2927.56223942,NO_PATTERN,NO_PATTERN
2020-02-02 06:00:00,9300.14,9447.0,9277.77,9421.87,996.91389842,NO_PATTERN,NO_PATTERN
2020-02-02 12:00:00,9424.05,9480.0,9363.82,9431.08,1751.43534147,DOJI,Neutral
2020-02-02 18:00:00,9431.08,9463.56,9310.48,9323.5,1616.61938171,EVENINGSTAR,Neutral
2020-02-03 00:00:00,9325.01,9619.95,9250.0,9392.62,5033.25626724,NO_PATTERN,NO_PATTERN
2020-02-03 06:00:00,9392.62,9398.84,9281.13,9327.04,1129.0436493,NO_PATTERN,NO_PATTERN
2020-02-03 12:00:00,9327.05,9355.15,9220.0,9278.01,3569.51276132,NO_PATTERN,NO_PATTERN
2020-02-03 18:00:00,9278.01,9336.21,9226.63,9280.49,2158.2581158899998,DOJI,Neutral
2020-02-04 00:00:00,9280.49,9350.0,9207.57,9268.56,1887.41595703,DOJI,Neutral
2020-02-04 06:00:00,9268.56,9308.84,9082.08,9164.42,2464.63404312,NO_PATTERN,NO_PATTERN
2020-02-04 12:00:00,9164.43,9218.66,9078.05,9201.08,2343.6673207,HARAMI,Bullish
2020-02-04 18:00:00,9200.36,9211.0,9119.63,9164.33,1484.10229649,NO_PATTERN,NO_PATTERN
2020-02-05 00:00:00,9164.33,9260.0,9150.0,9246.02,1533.73585169,NO_PATTERN,NO_PATTERN
2020-02-05 06:00:00,9246.02,9409.99,9215.4,9403.11,1646.33726098,NO_PATTERN,NO_PATTERN
2020-02-05 12:00:00,9403.12,9569.0,9395.13,9565.54,3639.62541681,NO_PATTERN,NO_PATTERN
2020-02-05 18:00:00,9565.55,9769.7,9565.5,9613.82,6422.35201541,SHOOTINGSTAR,Neutral
2020-02-06 00:00:00,9613.91,9650.0,9521.47,9633.27,3419.15923432,NO_PATTERN,NO_PATTERN
2020-02-06 06:00:00,9632.44,9692.12,9587.77,9686.75,1340.43360319,NO_PATTERN,NO_PATTERN
2020-02-06 12:00:00,9683.62,9857.0,9641.06,9761.0,5302.422911,NO_PATTERN,NO_PATTERN
2020-02-06 18:00:00,9761.0,9787.99,9650.0,9763.01,2564.89170677,DOJI,Neutral
2020-02-07 00:00:00,9763.01,9840.66,9728.0,9742.9,2781.47896195,NO_PATTERN,NO_PATTERN
2020-02-07 06:00:00,9742.9,9885.0,9730.0,9794.08,1702.34760024,NO_PATTERN,NO_PATTERN
2020-02-07 12:00:00,9794.26,9825.0,9713.99,9766.17,2414.04355629,NO_PATTERN,NO_PATTERN
2020-02-07 18:00:00,9766.22,9825.36,9720.52,9808.05,1604.72119854,NO_PATTERN,NO_PATTERN
2020-02-08 00:00:00,9807.92,9821.64,9653.47,9755.67,2060.79344071,NO_PATTERN,NO_PATTERN
2020-02-08 06:00:00,9755.67,9840.77,9741.57,9815.0,1279.74341377,NO_PATTERN,NO_PATTERN
2020-02-08 12:00:00,9815.0,9888.0,9751.84,9872.36,2514.47170114,NO_PATTERN,NO_PATTERN
2020-02-08 18:00:00,9871.56,9955.0,9815.53,9905.64,2233.81370528,NO_PATTERN,NO_PATTERN
2020-02-09 00:00:00,9905.64,10145.33,9888.76,10111.0,4294.64652819,NO_PATTERN,NO_PATTERN
2020-02-09 06:00:00,10111.01,10175.58,10057.36,10104.15,1458.5215799,DOJI,Neutral
2020-02-09 12:00:00,10107.86,10150.0,10019.04,10099.98,1877.60435207,DOJI,Neutral
2020-02-09 18:00:00,10098.18,10178.91,10017.0,10168.35,1925.6182007,ENGULFING,Bullish
2020-02-10 00:00:00,10168.36,10199.0,9736.0,9831.73,4818.31151751,ENGULFING,Bearish
2020-02-10 06:00:00,9826.48,10020.79,9760.0,9807.0,4434.86365719,NO_PATTERN,NO_PATTERN
2020-02-10 12:00:00,9806.99,9924.35,9766.63,9841.61,2255.10563614,ENGULFING,Bullish
2020-02-10 18:00:00,9841.61,9895.5,9795.1,9851.78,1724.70867392,DOJI,Neutral
2020-02-11 00:00:00,9851.78,9861.47,9706.0,9752.67,3267.0229708800002,NO_PATTERN,NO_PATTERN
2020-02-11 06:00:00,9752.67,9815.0,9722.57,9803.44,1382.50012165,NO_PATTERN,NO_PATTERN
2020-02-11 12:00:00,9803.43,10400.0,9793.33,10303.23,8813.98531925,NO_PATTERN,NO_PATTERN
2020-02-11 18:00:00,10303.21,10354.34,10207.31,10270.01,3216.33824163,HARAMI,Bearish
2020-02-12 00:00:00,10270.01,10372.73,10269.19,10361.48,3437.3862964,NO_PATTERN,NO_PATTERN
2020-02-12 06:00:00,10361.21,10483.86,10250.0,10364.49,3404.05471994,DOJI,Neutral
2020-02-12 12:00:00,10365.0,10446.76,10264.69,10371.6,3952.39096661,DOJI,Neutral
2020-02-12 18:00:00,10371.6,10445.0,10330.02,10351.13,2928.10028073,NO_PATTERN,NO_PATTERN
2020-02-13 00:00:00,10351.13,10470.0,10337.3,10450.0,2880.2725493,NO_PATTERN,NO_PATTERN
2020-02-13 06:00:00,10450.0,10500.0,10083.1,10152.24,6115.18577066,NO_PATTERN,NO_PATTERN
2020-02-13 12:00:00,10152.24,10522.51,10107.14,10190.72,6484.73385214,NO_PATTERN,NO_PATTERN
2020-02-13 18:00:00,10189.01,10268.32,10175.0,10236.49,1566.00745443,NO_PATTERN,NO_PATTERN
2020-02-14 00:00:00,10236.49,10284.02,10151.0,10158.66,1677.72629914,NO_PATTERN,NO_PATTERN
2020-02-14 06:00:00,10157.67,10290.0,10102.5,10265.14,1566.93546197,ENGULFING,Bullish
2020-02-14 12:00:00,10266.95,10349.99,10215.84,10293.09,2176.90540497,NO_PATTERN,NO_PATTERN
2020-02-14 18:00:00,10293.09,10395.66,10293.09,10371.33,2585.92130161,NO_PATTERN,NO_PATTERN
2020-02-15 00:00:00,10371.33,10400.0,10230.0,10232.4,2285.82470761,NO_PATTERN,NO_PATTERN
2020-02-15 06:00:00,10232.39,10278.29,10200.0,10233.26,797.50263994,DOJI,Neutral
2020-02-15 12:00:00,10233.25,10256.2,9750.0,9835.29,6718.55864286,NO_PATTERN,NO_PATTERN
2020-02-15 18:00:00,9838.3,9938.37,9801.81,9911.22,2503.03042569,HARAMI,Bullish
2020-02-16 00:00:00,9911.22,10048.34,9856.12,9955.13,1920.98923848,NO_PATTERN,NO_PATTERN
2020-02-16 06:00:00,9955.53,10019.17,9912.0,9924.01,860.8844256900001,NO_PATTERN,NO_PATTERN
2020-02-16 12:00:00,9924.01,9991.04,9612.12,9760.65,4759.39593001,NO_PATTERN,NO_PATTERN
2020-02-16 18:00:00,9760.52,10004.46,9708.45,9921.0,1856.46705043,NO_PATTERN,NO_PATTERN
2020-02-17 00:00:00,9920.52,9969.38,9707.99,9774.14,1870.04995159,NO_PATTERN,NO_PATTERN
2020-02-17 06:00:00,9773.13,9845.0,9580.89,9632.65,2235.40751724,NO_PATTERN,NO_PATTERN
2020-02-17 12:00:00,9634.45,9736.84,9467.0,9651.73,4580.4853025,HARAMI,Bull
2020-02-17 18:00:00,9651.73,9729.73,9597.66,9700.0,1445.77919288,NO_PATTERN,NO_PATTERN
2020-02-18 00:00:00,9700.0,9818.6,9635.84,9797.19,1998.9575193,NO_PATTERN,NO_PATTERN
2020-02-18 06:00:00,9797.19,9823.42,9657.07,9723.0,1119.44112213,NO_PATTERN,NO_PATTERN
2020-02-18 12:00:00,9723.0,9980.0,9610.27,9973.9,3589.59454905,NO_PATTERN,NO_PATTERN
2020-02-18 18:00:00,9973.9,10298.25,9973.9,10188.04,4880.23515064,NO_PATTERN,NO_PATTERN
2020-02-19 00:00:00,10188.04,10205.05,10112.28,10139.63,2023.60572291,NO_PATTERN,NO_PATTERN
2020-02-19 06:00:00,10139.64,10238.95,10039.22,10236.41,1575.42362876,HAMMER,Neutral
2020-02-19 12:00:00,10232.42,10315.0,10068.0,10187.77,3529.0492347,NO_PATTERN,NO_PATTERN
2020-02-19 18:00:00,10186.0,10229.87,9280.98,9600.08,9470.61934675,NO_PATTERN,NO_PATTERN
2020-02-20 00:00:00,9593.48,9653.1,9479.19,9564.27,3882.36830745,DOJI,Neutral
2020-02-20 06:00:00,9564.27,9639.27,9540.02,9568.37,1978.69812947,GRAVESTONEDOJI,Neutral
2020-02-20 12:00:00,9570.56,9698.1,9393.39,9508.08,4368.91226788,ENGULFING,Bearish
2020-02-20 18:00:00,9508.09,9673.41,9455.5,9610.05,2114.4614883,NO_PATTERN,NO_PATTERN
2020-02-21 00:00:00,9610.05,9747.78,9578.14,9692.7,2072.91860082,NO_PATTERN,NO_PATTERN
2020-02-21 06:00:00,9689.77,9730.36,9621.69,9708.43,889.26089716,DRAGONFLYDOJI,Neutral
2020-02-21 12:00:00,9707.14,9769.66,9676.09,9724.01,1822.56510417,DOJI,Neutral
2020-02-21 18:00:00,9724.01,9738.6,9566.98,9695.66,2273.27829276,HAMMER,Neutral
2020-02-22 00:00:00,9695.66,9722.97,9601.63,9629.23,975.28591542,NO_PATTERN,NO_PATTERN
2020-02-22 06:00:00,9629.23,9673.42,9575.01,9654.0,575.5579967,HAMMER,Neutral
2020-02-22 12:00:00,9654.0,9696.97,9621.7,9668.78,843.78024161,DOJI,Neutral
2020-02-22 18:00:00,9668.78,9709.99,9658.03,9668.23,903.22192704,GRAVESTONEDOJI,Neutral
2020-02-23 00:00:00,9668.23,9949.0,9667.13,9900.01,2103.02281378,NO_PATTERN,NO_PATTERN
2020-02-23 06:00:00,9900.0,10025.66,9839.37,9859.46,1410.61486018,HARAMI,Bearish
2020-02-23 12:00:00,9859.55,9929.99,9843.34,9900.72,985.71166441,NO_PATTERN,NO_PATTERN
2020-02-23 18:00:00,9900.71,10000.0,9870.17,9965.01,1116.98914962,NO_PATTERN,NO_PATTERN
2020-02-24 00:00:00,9965.0,10030.0,9585.0,9772.63,3233.19660154,NO_PATTERN,NO_PATTERN
2020-02-24 06:00:00,9769.5,9850.26,9636.49,9820.01,1747.2927433,NO_PATTERN,NO_PATTERN
2020-02-24 12:00:00,9820.01,9847.63,9577.0,9600.17,3204.58687307,NO_PATTERN,NO_PATTERN
2020-02-24 18:00:00,9600.12,9680.37,9474.74,9660.0,3063.38389994,NO_PATTERN,NO_PATTERN
2020-02-25 00:00:00,9660.0,9669.99,9532.51,9554.77,1202.69346535,NO_PATTERN,NO_PATTERN
2020-02-25 06:00:00,9554.77,9654.99,9489.72,9630.77,1172.36104179,NO_PATTERN,NO_PATTERN
2020-02-25 12:00:00,9630.7,9681.56,9265.0,9325.01,4224.28938763,NO_PATTERN,NO_PATTERN
2020-02-25 18:00:00,9325.01,9425.0,9230.0,9305.0,2605.3421758,DOJI,Neutral
2020-02-26 00:00:00,9304.99,9375.36,9092.92,9188.85,4702.01983268,NO_PATTERN,NO_PATTERN
2020-02-26 06:00:00,9188.84,9214.16,9081.0,9142.79,1307.37840371,NO_PATTERN,NO_PATTERN
2020-02-26 12:00:00,9142.8,9280.0,8602.0,8716.6,11254.76764273,NO_PATTERN,NO_PATTERN
2020-02-26 18:00:00,8717.51,8855.82,8705.53,8778.3,4309.71866978,HARAMI,Bullish
2020-02-27 00:00:00,8778.3,8780.0,8520.0,8760.58,5077.77374339,HAMMER,Neutral
2020-02-27 06:00:00,8760.58,8850.0,8738.94,8803.12,1783.7685766499999,NO_PATTERN,NO_PATTERN
2020-02-27 12:00:00,8803.12,8972.92,8742.39,8918.4,4446.01619852,NO_PATTERN,NO_PATTERN
2020-02-27 18:00:00,8918.4,8941.63,8667.69,8812.49,3443.52090877,NO_PATTERN,NO_PATTERN
2020-02-28 00:00:00,8814.9,8899.94,8779.06,8786.54,1814.26934652,NO_PATTERN,NO_PATTERN
2020-02-28 06:00:00,8786.53,8806.13,8540.0,8573.69,2931.12329219,NO_PATTERN,NO_PATTERN
2020-02-28 12:00:00,8573.69,8728.99,8428.8,8569.62,5768.4875528,DOJI,Neutral
2020-02-28 18:00:00,8569.61,8813.12,8510.83,8708.89,3101.72835099,ENGULFING,Bullish
2020-02-29 00:00:00,8708.61,8780.97,8676.59,8779.68,980.52612905,NO_PATTERN,NO_PATTERN
2020-02-29 06:00:00,8779.67,8799.0,8618.21,8708.54,861.112727,HAMMER,Neutral
2020-02-29 12:00:00,8708.53,8708.54,8580.96,8665.0,1576.33721943,NO_PATTERN,NO_PATTERN
2020-02-29 18:00:00,8663.64,8683.95,8520.67,8525.07,1704.88578909,NO_PATTERN,NO_PATTERN
2020-03-01 00:00:00,8523.33,8671.56,8508.96,8588.26,1925.92135598,NO_PATTERN,NO_PATTERN
2020-03-01 06:00:00,8588.25,8650.0,8512.07,8647.93,970.45183019,NO_PATTERN,NO_PATTERN
2020-03-01 12:00:00,8647.94,8752.34,8450.0,8492.93,2379.7328186600002,ENGULFING,Bearish
2020-03-01 18:00:00,8494.36,8581.25,8400.0,8522.31,2057.32293287,HARAMI,Bullish
2020-03-02 00:00:00,8522.3,8656.23,8487.33,8655.51,2327.75148779,NO_PATTERN,NO_PATTERN
2020-03-02 06:00:00,8655.5,8776.57,8591.22,8756.65,1759.15091179,NO_PATTERN,NO_PATTERN
2020-03-02 12:00:00,8756.65,8918.07,8715.89,8872.0,3492.43812868,NO_PATTERN,NO_PATTERN
2020-03-02 18:00:00,8872.0,8973.45,8832.0,8915.0,2612.03015359,NO_PATTERN,NO_PATTERN
